m/z,retention_time,p-value,t-score,custom_id
70.0652429871506,44.3972263336182,0.14966084526906376,-2.008317678799448,M70.065243T44.3972
70.0734327045053,92.6960868835449,0.9411913781564956,-0.14037878373268595,M70.073433T92.6961
70.1625283000224,573.48095703125,0.9566849799113141,-0.10039416588721481,M70.162528T573.481
70.4715820076767,465.222442626953,0.9339930027283633,0.15892486074280282,M70.471582T465.2224_2
70.5401472862103,37.6649284362793,0.7179450821606397,-0.6286875422597884,M70.540147T37.6649_1
70.5686089042893,582.715911865234,0.00048001954969720874,4.468158045974787,M70.568609T582.7159_1
70.6068552353058,490.473236083984,0.009983113480273514,3.3216920848514393,M70.606855T490.4732
70.7183873298569,490.996551513672,0.09821506419601014,2.258610816707357,M70.718387T490.9966_1
70.8193975522133,582.64208984375,0.0032657693771004134,3.7498653722679456,M70.819398T582.6421_2
70.9419435580367,765.502197265625,0.6328549519647377,0.8081164990633306,M70.941944T765.5022
70.9580493737383,4.47224521636963,0.8599954723869555,0.3284213484805404,M70.958049T4.4722
70.9580475602051,28.6660261154175,0.6177450852720601,0.838224529694428,M70.958048T28.666
70.9800294898364,34.2134571075439,0.8686481438736867,0.3081087501097772,M70.980029T34.2135_1
70.9805910606811,755.352020263672,0.8218600646578819,0.41169214342738264,M70.980591T755.352
71.0292726976438,34.8893127441406,0.39359430222761105,1.295530353291941,M71.029273T34.8893
71.0489644635539,491.028686523438,0.009983113480273514,3.3216515637401653,M71.048964T491.0287_2
71.0727172286505,569.451446533203,0.7897927327958401,-0.47940104384435467,M71.072717T569.4514
71.0686451488215,44.6673889160156,0.2468679334311691,-1.6742437163024722,M71.068645T44.6674
71.0853625082656,617.240051269531,0.6408839600471916,0.7910445931055169,M71.085363T617.2401
71.0853258069042,600.432861328125,0.01143007681711164,3.2661672908058197,M71.085326T600.4329
71.0853011380847,582.963928222656,0.011965075323218735,3.248389152078249,M71.085301T582.9639_3
71.0853408084829,562.976745605469,0.00422955415751774,3.652481722390656,M71.085341T562.9767
71.2774547330319,753.154510498047,0.28787052511822364,-1.557962070900176,M71.277455T753.1545_1
71.3889826740441,753.040069580078,0.2951617057328361,-1.5361265450993908,M71.388983T753.0401_2
71.5013890199962,613.113891601562,0.908779699138254,0.22271811272072925,M71.501389T613.1139_1
71.5491308725614,322.414184570312,0.8810434983053905,0.284871074109508,M71.549131T322.4142
71.9294004099396,773.227905273438,0.7339662900774749,-0.5968334603151221,M71.9294T773.2279
71.9383445971329,627.834167480469,0.5652330583944657,0.9416085629717351,M71.938345T627.8342
72.0441649576341,582.519073486328,0.005951214311440104,3.5254784186596866,M72.044165T582.5191
72.0643270095238,57.3200130462646,0.7663495563766108,0.5315050644035935,M72.064327T57.32_1
72.0802513451063,56.7562637329102,0.36436484417546616,1.366194084368389,M72.080251T56.7563_2
72.0975219762564,57.3337287902832,0.6670707431211607,0.735103729414989,M72.097522T57.3337_3
72.5342987736265,367.265274047852,0.19990340487773794,1.8205972611580918,M72.534299T367.2653
72.7976525764007,497.029113769531,0.8545622886799399,-0.339922365426022,M72.797653T497.0291
72.9369896106779,765.736267089844,0.6236498956306485,0.8272473764315236,M72.93699T765.7363_1
72.9370920818031,889.634765625,0.9923952570994773,-0.019854355823571885,M72.937092T889.6348_1
72.936822041842,812.63134765625,0.7562464029975828,-0.5502199607987077,M72.936822T812.6313
72.9576154068394,765.772338867188,0.10134222790857511,2.2419341195657125,M72.957615T765.7723_2
73.0107055006038,133.724197387695,0.07235588509015026,-2.421533200830482,M73.010706T133.7242
73.0135803750503,34.1544342041016,0.9585961581658407,0.09563092061776617,M73.01358T34.1544
73.0492445173676,491.028686523438,0.0005843509350863503,4.398017367734015,M73.049245T491.0287_1
73.0521448664627,428.497787475586,0.1451240650601248,2.0287733579788916,M73.052145T428.4978
73.0649310934576,770.641754150391,0.08052821956268388,-2.3665957332956102,M73.064931T770.6418
73.0649969315127,708.793029785156,0.5758497676098172,-0.9209643364452155,M73.064997T708.793
73.064930154559,814.599975585938,0.967255858993226,0.07708719501847833,M73.06493T814.6
73.065059578318,743.046875,0.5415871024113106,0.9899076577437244,M73.06506T743.0469
73.0649415293938,889.531097412109,0.05154308979839671,2.591951570092379,M73.064942T889.5311_2
73.0649285165446,854.368286132812,0.6158521855063968,-0.8420240145188569,M73.064929T854.3683
73.0650202612485,636.2626953125,0.1509256042632897,-2.0032043123162317,M73.06502T636.2627
73.0649670452731,617.039367675781,0.6608278097014955,-0.7469226463329692,M73.064967T617.0394
73.065030157714,655.212219238281,0.936692386505708,-0.1528959812797405,M73.06503T655.2122
73.0649073510105,581.507507324219,0.7126133696258765,0.6391188646285654,M73.064907T581.5075
73.064982692225,599.52978515625,0.16102935362155185,1.9615875228854844,M73.064983T599.5298
73.0649141207533,557.062927246094,0.04010985142579038,2.718523844673877,M73.064914T557.0629
73.064874637693,517.403991699219,0.7773803497683506,0.5079189565393774,M73.064875T517.404
73.0648701964687,474.584274291992,0.06290279244468233,2.494125802481935,M73.06487T474.5843
73.0648835704674,453.954559326172,0.2757924118364951,1.589665830858064,M73.064884T453.9546
73.0648551180864,205.24235534668,0.0002836035006116786,4.669094954551292,M73.064855T205.2424
73.0645819639647,420.492279052734,0.3108416166224394,-1.4951601810750987,M73.064582T420.4923
73.0649695688172,674.862274169922,0.27025545428630443,-1.605530127572322,M73.06497T674.8623
73.0647735915547,533.774383544922,0.8914887067408412,-0.26106179124251805,M73.064774T533.7744
73.0643736301491,397.335876464844,0.5593508963984184,0.954430756244508,M73.064374T397.3359
73.0842759620034,48.8210678100586,0.323010646375572,1.4641173275076713,M73.084276T48.8211
73.1608236665254,491.028686523438,0.6506829065666501,0.7721427895471299,M73.160824T491.0287_2
73.5318589158093,34.2130279541016,0.8499470678853809,0.35114307743392154,M73.531859T34.213
73.9450766105205,773.4248046875,0.5460404579527203,0.980330770326275,M73.945077T773.4248
74.0235393949358,162.328033447266,0.055279169716241486,2.557712884999629,M74.023539T162.328
74.0234038901974,149.5771484375,0.002608190757929261,3.8357753972401807,M74.023404T149.5771
74.023363670417,199.393226623535,0.6777945134118157,-0.7142192147754787,M74.023364T199.3932
74.0601763540282,43.1834545135498,0.7790755717607116,0.5044083012231068,M74.060176T43.1835
74.0965591097648,670.05078125,0.46824046425731763,1.1402637221348915,M74.096559T670.0508
74.0965600120732,705.955829023437,0.6629998903732026,0.7424323583811193,M74.09656T705.9558
74.0966001782628,748.957275390625,0.007379816582059425,3.4479028789109405,M74.0966T748.9573
74.0964836311247,583.755004882812,0.39019379968623535,1.3035366576385836,M74.096484T583.755
74.0965576607478,607.081604003906,0.7454805941148687,-0.5737528406494009,M74.096558T607.0816_2
74.0964903915362,564.709350585938,0.4909780980982552,1.090648846115822,M74.09649T564.7094
74.8347918693337,629.099212646484,0.7063514334849348,-0.6536344744856114,M74.834792T629.0992_1
74.9376586568743,766.8447265625,0.7804381363901867,0.5021153418315831,M74.937659T766.8447_1
74.9529411400796,765.766021728516,0.6513007273115617,0.7707138674389283,M74.952941T765.766
75.0230014281988,517.011413574219,0.9376036045875191,-0.15040610739703383,M75.023001T517.0114_1
75.0315380535697,102.784721374512,0.9394966688813006,-0.14422284274060387,M75.031538T102.7847
75.0298681042189,196.603820800781,0.549280533495524,-0.9738641304263727,M75.029868T196.6038
75.0441434857098,673.601531982422,0.6092352104095995,-0.8558767020984641,M75.044143T673.6015
75.0442253523334,810.146148681641,0.09561171681099036,2.2719471908058093,M75.044225T810.1461
75.0441370598944,705.364624023438,0.35491497221385643,1.3875228253222955,M75.044137T705.3646
75.0440817397602,617.233215332031,0.6667473135958861,0.7355571362203646,M75.044082T617.2332_1
75.0441084606364,581.023071289062,0.5679962679471131,-0.9359956019807647,M75.044108T581.0231
75.0439961512365,652.294799804688,0.653893408716471,0.7642237567095683,M75.043996T652.2948
75.0439853709581,635.689514160156,0.9313364472829218,0.16692523523817718,M75.043985T635.6895
75.0441206905176,559.3642578125,0.019456915401127664,3.045521274035033,M75.044121T559.3643
75.0441244113279,600.362060546875,0.9069773009667877,-0.2269109431072256,M75.044124T600.3621
75.044167235544,766.917724609375,0.021387522004794192,-3.0035334102057507,M75.044167T766.9177_2
75.0442264153253,864.344787597656,0.18250084430796665,-1.8809988195054577,M75.044226T864.3448
75.044225763287,835.881805419922,0.9983460305590728,-0.003598246746346531,M75.044226T835.8818
75.0440768817608,740.710174560547,0.5803313087918397,0.9133454384837056,M75.044077T740.7102
75.0442276087497,894.008588857422,0.24102430843464093,1.690859164891653,M75.044228T894.0086
75.0441952376563,725.6845703125,0.6152185016963391,-0.8436014143290689,M75.044195T725.6846
75.044256921978,537.54443359375,0.128605908389811,2.102817742052451,M75.044257T537.5444
75.0441991053856,516.541564941406,0.2685347495939643,1.6115318803587317,M75.044199T516.5416_2
75.058624804672,647.524475097656,0.1697286261727673,-1.9278403987097361,M75.058625T647.5245_1
75.0733963006757,616.774749755859,0.7147222581082269,0.6347837225064447,M75.073396T616.7747_2
75.1701433314778,647.522155761719,0.18500489462453623,-1.8720343528712828,M75.170143T647.5222_2
75.1849680198399,616.751220703125,0.6763415954332069,0.7172602171434869,M75.184968T616.7512_3
75.2839962338268,516.985595703125,0.00015086452152338083,4.9365784371216765,M75.283996T516.9856_3
75.9454270413902,766.803039550781,0.6374466341777323,0.7975328322147442,M75.945427T766.803
76.0216918383272,206.924697875977,0.17792742127837965,1.8964750938578154,M76.021692T206.9247
76.0216935710697,133.259643554688,0.9653435006997363,-0.08077020902528113,M76.021694T133.2596
