input_row,EID,str_row_ion,compound_names,input_row.1,m/z,retention_time,p_value,statistic,CompoundID_from_user,compound
row1,E1,row1_M+H[1+];row1754_M+HCOONa[1+];row18_M(C13)+H[1+],1-pyrroline,row1,70.0652429871506,44.3972263336182,0.1496608452690637,-2.008317678799448,M70.065243T44.3972,CE1944
row13,E2,row13_M+2H[2+];row1791_M+H[1+];row1792_M+H[1+],Methylarsonate; Methylarsonic acid,row13,70.9800294898364,34.2134571075439,0.8686481438736867,0.3081087501097772,M70.980029T34.2135_1,C07294
row18,E1,row1_M+H[1+];row1754_M+HCOONa[1+];row18_M(C13)+H[1+],1-pyrroline,row18,71.0686451488215,44.6673889160156,0.2468679334311691,-1.6742437163024722,M71.068645T44.6674,CE1944
row29,E6,row29_M+H[1+],Acrylamide; 2-Propenamide,row29,72.0441649576341,582.519073486328,0.0059512143114401,3.5254784186596866,M72.044165T582.5191,C01659
row56,E12,row1922_M+H[1+];row56_M+2H[2+],Octanoic acid; Caprylic acid; Octylic acid,row56,73.0648701964687,474.584274291992,0.0629027924446823,2.494125802481935,M73.06487T474.5843,C06423
row70,E7,row1826_M+HCOONa[1+];row70_M+H[1+],Aminoacetone$beta-Aminopropion aldehyde,row70,74.0601763540282,43.1834545135498,0.7790755717607116,0.5044083012231068,M74.060176T43.1835,C01888
row70,E7,row1826_M+HCOONa[1+];row70_M+H[1+],Aminoacetone$beta-Aminopropion aldehyde,row70,74.0601763540282,43.1834545135498,0.7790755717607116,0.5044083012231068,M74.060176T43.1835,C05665
row70,E24,row1987_M+H[1+];row2018_M(C13)+H[1+];row2604_M+Na[1+];row70_M+2H[2+],L-Lysine,row70,74.0601763540282,43.1834545135498,0.7790755717607116,0.5044083012231068,M74.060176T43.1835,C00047
row83,E35,row83_M+H[1+],(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0),row83,75.0441434857098,673.601531982422,0.6092352104095995,-0.8558767020984641,M75.044143T673.6015,C00937
row83,E35,row83_M+H[1+],(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0),row83,75.0441434857098,673.601531982422,0.6092352104095995,-0.8558767020984641,M75.044143T673.6015,C00424
row83,E35,row83_M+H[1+],(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0),row83,75.0441434857098,673.601531982422,0.6092352104095995,-0.8558767020984641,M75.044143T673.6015,C05235
row83,E35,row83_M+H[1+],(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0),row83,75.0441434857098,673.601531982422,0.6092352104095995,-0.8558767020984641,M75.044143T673.6015,C00163
